label,text
0,Baraj kenarındaki şehirde yazın su olmaz kışın sürekli çamur akar bu nasıl oluyor? Su kaynağının bu kadar kolay kirlenmesi sorumsuzluktur lütfen gereği yapılsın.
0,Adıyaman Belediyesi tarafından yapılan çalışmada evimizi lağım suyu bastı. 153 destek hattına kayıt bıraktıktan 20 dakika sonra probleminiz çözüldü diye dalga geçtiler resmen. Hiçbir şekilde temizlemediler mağdur ettiler bizi bütün eşyalar çöp oldu.
0,Saat 12de vidanjör istedim gelmediler defalarca aradım gerekçe olarak numara kullanılmamaktadır diye bakmamışlar ilgili mercilere ulaşmaya çalışıyorum ama ulaşamıyorum defalarca aradım gerekçe olarak numara kullanılmamaktadır diye bakmamışlar ilgili mercilere ulaşmaya çalışıyorum ama ulaşamıyor
0,1 Mayıs 2022 tarihinde Adıyaman İlinde her olağan yağışlarda meydana gelen sel felaketinden dolayı belediye ekiplerinin hiçbir şey yapmamasına tanık olduk. Şu an görevde olan mevcut başkan ise geldiğinden bugüne kadar altyapı hizmetlerine hiçbir şey katmadı.
0,"Kaldırımlar ve durakların dışında ve anayollar, caddeler hep aynı şekilde sular altında kalıyor. Sürekli aynı bahanelerle 100 yılda bir olan bir yağış olağanüstü yağış oldu falan diyerek sorun çözülmüyor. Duraklar bekleme yeri olması gerekirdi ki. Ama ne sıcaklarda ne de yağışlı havalarda hiçbir bir işlev görmüyor. Duraklar bekleme yeridir görüyoruz ki sel altında kalıyor. Böyle bir altyapısı olmayan bir yerde hala yeni yeni caddeler mahalleler açılmaya hazırlanılıyor."
0,"Üç gündür sabah 5 ile 17.00 arası sular akıyor ama ne hikmetse 17.00dan sonra sular kesiliyor 153 beyaz masayı aradım borular donmuş ondan diyor bende dedim kendinizi benim yerime koyun ben size desem bunu bu lafa inanır mısınız. Adam diyor sizin yerinize de koysam bize bu şekilde diyorlar, bizde bu şekilde arayanlara diyoruz bilerek suyu kesiyorlar"
0,Musalla mahallesinde aylardır su kesintisi yaşıyoruz. Sorun ne neyden kaynaklı hiçbir fikrimiz yok abi işin kötü yani hem kahvaltımı yapamıyorum. Okula geç kalıyorum. Baştakilerin bu sorundan haberdar olduğu veya çözüm için uğraştığı bile şüpheli
0,"Mahallede sokak için yaz aylarında her gün, sonbahar ve kış mevsiminde de düzenli olarak saatlerce hatta bazen gün boyu su kesintisi yaşanıyor."
0,Ramazanda gün boyu suları kesiyorlardı haber vermeden her gün sular mı kesilir Allah aşkına! Tam bir sıkıntı bir an önce çözüm bulunmasını istiyorum.
0,Bugün hiçbir duyuru yapılmadan suları kestiniz böyle hizmet görülmedi. Gerçekten 4 saattir mağduruz halende suyun gelmesini bekliyoruz 
0,Okullar açıldı çocuklar okulda susuz kalıyor. Bir de bu virüste en önemli şey su oda yok. Yıllardır bir önlem alınamıyor
0,"Adıyaman'da su sorunu neden çözümlenmiyor? Temizlik için su olmazsa olmaz, neden belediyemiz sorumsuz davranıyor! Biz mağduruz el insaf hakkımızı helal etmiyoruz size yeter artık yapamıyorsanız iistifa edin!"
0,Yaklaşık 4 aydır Adıyaman da su kesintisi yaşıyoruz. Bu hastalıkta bu insanları mağdur etmeye ne hakkınız var. Aradığımız zaman ise çalışma var deniliyor. 4 aydır bu çalışma bitmedi mi. Ne calismaymis. Ciddi anlamda sıkıntılar çekiyoruz. Umarım dikkate alınır bir an önce. Her gün su kesintisi yeter artık ya.
0,Sümerevler mahallesinde aylardır su kesintisi yaşıyoruz belediyeyi aradığımızda ise her zaman 2 saat sonra gelecek - kuraklık var gibi sözlerle karşılaşıyoruz fakat ne sular geliyor ne de diğer mahallerde bizimki gibi su kesintisi oluyor. Belediye hiçbir şekilde sorunumuza kulak asıp çözüm arayışına girmiyor -ki baştakilerin bu sorundan haberdar olduğu bile şüpheli!
0,Adıyaman Belediyesi bu yazın ortasında yaptığınız ne kadar doğru bu sıcakta sular kesiliyor siz suları keserseniz millette seçimde biletinizi keser yazıklar olsun yapamıyorsanız koltuğu işgal etmeyin bir tane yetkili bile çıkıp açıklama zahmetinde bulunmuyor.
0,"Memur olarak Adıyaman şehrine yeni gelmeme rağmen, hiç gelişmemiş, sıradan bir yer. En büyük sorun su sıkıntısı. Su yeterli seviyede gelmiyor. Devamlı kesiliyor. Hiç arıza bitmiyor. İşini düzgün yapmazsan, arızaların olması normaldir. Çok yazık. Hangi devirde yaşıyoruz aldığınız maaşın hakkını verin..."
0,"Adıyaman merkezde 1 haftadır sular kesilmiş. Bu sıcakta nasıl bir eziyet bu. Hiçbir yerde açıklama yok 1 hafta. 1 haftadır nasıl çözülmez! Bu dönemde bu kadar gelişmemiş il nasıl olabilir diye şaşırıyordum, daha insanların temel ihtiyaçları giderilmiyor. Çok yazık."
0,Arefe ve bayramda su kesintisi nedir hiç mi Allah'tan korkmuyorsunuz. İlgili yerlere yazdım belediyeyi aradım cevap veren yok muhatap yok. 
0,Eski çağda yaşasak suya daha çabuk ulaşırdık. Bu ne Allah için iki gündür sular yok bayram günü kesecek başka zaman mı bulamadınız sabah su yok aksam su yok ne temizlik ne başka bir şey dahi yapamıyoruz kimseye ulaşılmıyor zaten. Teşekkür ederiz Adiyaman Belediyesi
0,"Sabahtan beri su kesik, bayram günü bu nasıl bir sorumsuzluk. Ellerimizi bile yıkayamıyoruz, belediyeyi arıyoruz cevap yok hiçbir bilgi verilmedi önlem alamadık, dün de bu kesinti yaşandı sular sürekli az akıyor, yaşadığımız mağduriyetin telafisi nasıl olacak"
0,Sayın belediye başkanlığına 19-0****21 Saat 14:00ten beri sular kesik suların ne zaman gelebileceği için bilgilendirilirsek sevinirim
0,Mahallede sabahtan beri su yoktur. Bugün arife günü herkes temizlik yapıyor ve havalar sıcak banyo bile yapamıyoruz şu an da. Bu su kesintisine çözüm bulunmalı ya da önce den haber verilmeli nasıl bir çalışma şekildir bu ya
0,"Adıyamanda mahallede 10 saattir sular kesik bayram arefesinde yapılacak iş mi bu, sıcaklığın 40 dereceleri geçtiği bu şehirde yetkililerin ilgisizliği yüzünden herkes mağdur olmakta gerçi kimi kime şikayet ediyoruz orası da belli değil."
0,Mahallede iki gündür sular kesik. Her sene aynı şekilde günlerce su kesildiği oluyor. Ne zamana kadar bu böyle devam edecek bilen yok. Şu ana kadar yetkililerden herhangi bir açıklama yapılmadı. Adıyaman Belediyesinden bu hususta gerekli altyapı çalışmalarının yapılması için acilen çözüm bekliyorum. Enfeksiyon riskine karşı sağlığımız için lütfen bir şeyler yapın.
0,"Sümerevler Mahallesi Bozbey caddesinde sularımız sürekli kesiliyor, sözde arıza oluyormuş senelerdir özellikle yazın Devamlı sular kesiliyor 3 gündür sabah gidip akşam geliyor. "
0, Şehir merkezinde sularımızın kesilmesi hiç normal değil. Sularımızın kesilmesini istemiyoruz artık lütfen ilgilenir misiniz?
0,"Taşındığımızdan beri sürekli sular kesiliyor. Dalga geçer gibi 10 dakika verilip tekrar kesiliyor. Kar da yağdı, yağmur da; anlamış değilim. Neden böyle? Kışın bu şekildeyse, yazın hiç gelmez sular. Buna bir çözüm bulunmalı. Zira çeşme suları zaten aşırı kireçli ve rengi tuhaf."
0,Ağrı Doğubeyazıt sanayi mahallesinde son 2 3 aydır su sıkıntısı yaşıyoruz. Hiçbir çözüm üreten yok hiçbir çözüm odaklı çalışma yok milleti bilgilendirme yok mağdur durumda binlerce vatandaş belediyenin ve yetkililerin en kısa sürede çözüm üretmesi lazım.
0,"Su sıkıntısı günlerdir sürüyor, su saat 16:00 17:00 gibi sular kesilmeye başlıyor aylardır süren su sıkıntısı sürekli devam depo sorunu sorumsuz kişilerin kontrolünde halkı mağdur ediyorlar sorunun ne zaman biteceğini sorduğunda da belli belirsiz cevaplar veriliyor."
0,Ağrı ili otobüs terminalindeki WC'de bozuk musluklar ve sifon yüzünden sürekli su israfı yapılmaktadır. Bir yolculuk sırasında durumu söylemiştim yazık bu su boşa akıyor diye tamam dediler ancak değişen hiçbir şey yok. Su kaynaklarımız hızla tükenirken bu israfı lütfen önleyin.
0,İki buçuk aydır mahallede sıcak su sapsarı akıyor ve belediye tarafından şikayetler asla dikkate alınmıyor. Duş almak dışında hiçbir şeyde sıcak su kullanamıyoruz. Saçlarımız gün içinde avuç avuç dökülüyor artık. Cildimiz bu su yüzünden mahvolmuş durumda. Bebeğim için de sağlık sorununa neden oluyor. Bu sorun artık son bulsun lütfen.
0,Mahallede son bir aydır suyun koyu akması ve son zamanlarda su kaynaklı hastalıkların artması ciddi bir problem oluşturuyor. Bu suyun neden bu duruma geldiği ve sorunun çözülmemesinin sebepleri merak konusu. Ağrı Belediyesi'nin bu konuda gerekli görevleri yerine getirmemesi ve vatandaşların şikayetlerine ne zaman ilgi göstereceği konusunda endişelerimiz bulunmaktadır.
0,"Belediye suları yaz kış kesiyor, yazın yedek depolarımız olduğu için idare edebiliyoruz (tabi olmayan insanlar var ve onları kaderlerine terk ediyorlar) ama şu kış gününde hava sıcaklığının ekside olduğu günlerde suları sabah kesip akşama kadar insanları susuz bırakıyorsunuz havanın eksi derecelerde olmasından dolayı da depolarımızda ki su buz tutmuş"
0,Köyün suları yapılsın istiyoruz kaç zamandır su yüzünden zorluklar çekiyoruz lütfen sesimizi duyun Allah rızası için lütfen yardımcı olun. Başka köylerin suları sorun yaşamıyoruz diyorlar neden bizim köyümüz sadece su sıkıntısı çekiyor
0,Bu kadar kadar kötü bir belediye görmedim her gün sular kesiliyor ve çamurlu üstüne üstlük çok ilgisizler her gün çalışma yapılıyor sonuç yoktur ortada. Ve arayıp sorduğumuzda dahi ne zaman gelir bir bilgimiz yok telefonları arızalı vs vs gibi bahaneler uyduruluyor.
0,"Amasya merkez sabahtan beri sular yok ve öncesinde uyarı yapılmadı, suları kestikten sonra anons yapıyorlar saçma sapan, tamam belki kestirilemedi fakat 2 gün süreceğine dair söylentiler var ve hiçbir şekilde gidişatla ilgili açıklama yapılmıyor. Bu kadar sorumsuzca davranılması cidden sinir bozucu, aşırı mağdur bırakılmış durumdayız."
0,"Bu köy genellikle yaşlıların yaşadığı kendi halinde bir yer. Her gün neredeyse her gün su kesiliyor. Böyle bir saçmalık olur mu? Şu an bayram hem de kurban bayramı, herkesin misafiri var bu zamanda bile suları kesmişler. Muhtar asla ama asla işini yapmıyor. Her gün herkesin ailesi arıyor su kesintisi için ama belli ki umurlarında bile değil. 8 aydır su akmamış köy yerinde on gündür sular varmış o da şu an kesildi."
0,Amasya Göynücek alan köyünde yaşıyorum. Köyümüzde kanalizasyon borusu patladı. Muhtemelen üç veya dört gün oldu ama hiçbir şekilde kimse ilgilenmiyor. Muhtar da dahil kokudan ve pis akıntıdan rahatsız oluyoruz. Muhtar hiçbir şekilde ilgilenmiyor. Hasta olacağız lütfen bir el atın
0,sürekli su kesintisi yaşıyoruz bölgesel olarak sularımız akmıyor hep yukarıdaki yerlere şu çıkmıyor. Kış ortasında bile susuz kaldık yazında bahçe sulamayın diyorlardı şimdi başka bir yalan söylüyorlar lütfen birisi bir çözüm bulsun artık 5 tane siteye şu yetiremiyorlar sadece.
0,"Amasya Gümüşhacıköy su kesintisi yaşıyoruz. 4 aya yakındır böyle. Artık lütfen bir şey yapın. Biz çok mağdur durumda kalıyoruz. Bidonları doldurmaya yetiyor sadece akan su. 2 saat sürmeden hemen kesiliyor. Bazen bir haftadan fazla suyumuz hiç akmadı. Artık lütfen bir şey yapın. Nereye söylesek geri çeviriyorlar ilgilenmeden. Biz artık çok sıkıldık. Sadece 2 siteye su yetmiyor, böyle bir şey nasıl olabilir anlamıyoruz."
0,Yıllardır köyde su sorunu var. Su yok köyde. İçmeye su yok. Arada 1 saatliğine falan geliyordu şu ama iki gündür hiç yok sular. Hiçbir şey yapılmıyor. Su köyün aşağı tarafında var yukarı tarafında su yok. Bu nasıl bir iş. Aşağı taraftakiler bahçelerini içme suyuyla suluyorlar. Sözde cezası var ama kesilen ceza yok. Bayramda bile susuz kaldık. Köyde 3-4 aydır kalmama rağmen bıktım bu durumdan. Acilen bu su sorununun çözülmesini istiyorum. Lütfen gereği yapılsın artık.
0,Amasya Belediyesi Bahçeleriçi ve ona yakın bazı mahallelerde hep su kesintisi oluyor. Ana boru arızalı diyorsunuz ama böyle de olmaz ki. Üstüne şimdilerde de elektrik kesintisi oluyor. Hangi devirde yaşıyoruz? Bu korona günlerinde hele elimizi yıkayamaz olduk. Yeter artık gün aşırı su kesintisi olur mu size soruyorum?
0,Yan tarafımıza yurt yapılıyor bu yapılmaya başladıktan sonra sularımızda tas toprak akmaya başladı. Kaç kere aradık geleceğiz diyorlar ne gelen ne giden var su içemiyoruz banyo da çocukların kafasında tas toprak temizliyorum yara olmaya başladı. 
0,Sayın yetkili; kent mezarlığını ziyaretim sırasında mezarlıkta yapılmış olan su tesisatı ve çeşmelerin hemen hepsinde su sızıntısı olduğunu gördüm. Yapılan hizmete teşekkürlerimi iletmekle beraber şu su kıtlığı döneminde boşa akan suların çaresine bakmanızı rica ve talep ederim. Saygılarımla
0,"Öğleden gece bu saate kadar nasıl su kesintisi olur, anlamış değilim. Yeter artık, bıktık suların sürekli kesilmesinden. Herkes işini doğru yapsın artık. Ne yemek pişirebildik ne de lavabo ihtiyaçlarımızı giderebildik. Ne bitmez tükenmez tamirat bu arkadaş! Gerçekten asfalt yenilemenizden ve su kesintilerinizden bıktık."
0,Su giderleri hep tıkalı her sel su baskını Olduğunda biz bu sorunu çekiyoruz 3 yıldır çekiyoruz fakat hiçbir çalışma hiçbir şey yok lütfen sorun çözülsün asat sınıfta kaldı.
0,"Antalya sulardaki kirece bir çözüm bulunsun lütfen. Vazgeçtik içmekten Tüm makinalar, makinede yıkananlar rezil gibi. Oluk oluk kireç çaydanlıklar iki günde. Makineden çıkan bardak vs kireç, çamaşıra yumuşatıcı bile kar etmiyor. Arıtmamıza rağmen olmuyor kii herkes de aritma alma imkanına sahip değil. İçme suyunu satin alıyoruz tamam da kullanılan suyu ne yapacağız"
0,"Erkek kuaförü işletiyorum. Ancak yağmur yağdığı zaman dükkanımıza su giriyor. Sizden ricam, buraya bir ekip arkadaşı gönderseniz ve kaldırımlara bir bakım yapılsa çok mağdur oluyoruz."
0,Sitede bulunan altyapı kanalizasyon bulunmuyor mağdur olunuyor her sene kendi imkanlarımızla vidanjör çağırıyoruz ufak bir şeyde dolum oluyor ve taşma sorunu yaşıyoruz sizlerden ricamız ilk olarak buraya bir sistem düzenlenmesi gereğinin yapılmasını rica ediyoruz.
0,"Dün sabahtan beri sular kesik, sebebi de Kepez kent ormanı girişinde içme suyu ve yangın su hattında asat 185 numaralı telefondan bize söylenen arıza varmış. Arıza patlak çatlak olabilir ona bir lafımız yok fakat dün sabahtan beri arıza nasıl giderilemiyor hangi çağda yaşıyoruz makine desen var eleman desen var ama iş yapan yok. Yaklaşık bir hafta on gün önce de aynı kesinti oldu o zaman da 2 gün sular yoktu. Sınıfta kaldın asat yönetimi beceriksizsiniz."
0," Konteyner kentte sürekli su kesintisi yaşıyoruz. Hatsu arıza olduğunu söylüyor, elektrik kesintisi yapılması sebebiyle suyun kesildiğini söylüyorlar. Sistemsel arıza deyip geçiştiriyorlar. 2 gündür suyumuz çok mağdur oluyoruz nereye şikayet edeceğimizi şaşırdık"
0,Üç haftadır hemen her gün sularımız kesiliyor. Gece saatlerinde verilen suyun ise basıncı o kadar düşük ki ne banyo yapabiliyor ne de çamaşır ve bulaşık makinelerini çalıştırabiliyoruz. Arıza bildirimi ve yetkililere yaptığımız başvurularımız sonuçsuz kalmaktadır.
0,"Köy içi su borularının patlaması nedeniyle yollar balçık durumunda. Evime ulaşamıyorum. Gerekli incelemenin yapılmasını, çözüm bulunmasını arz ederim. "
0,"Her ay yaklaşık 200 TL civarında gelen su faturası, 12. ayda bin TL civarında geldi. Otomatik ödeme sistemi sayesinde fatura ödenmiş oldu. ASAT çalışanlarından problemi öğrenmeye çalıştığımda gerekli yanıtı alamadım ve bu ay yeniden her zamanki gibi, yani yaklaşık 200 TL civarında fatura geldi. Bu durum, bir vanadan veya kullanımdan kaynaklanan bir sorun olmadığını gösteriyor. Sorun ya çalışanın yanlış fatura yazmasından ya da belediyenin bir hatasından kaynaklanıyor. Sorunun giderilmesini talep ediyorum."
0,"En temel hakkımız olan suyu, her gün bir sorun bildirilip kesintiye uğradığı için kullanamıyoruz. Şu anda duş alırken suların kesilmesi sonucu banyoda mahsur kaldım; bu yaşadığım ilk olay değil, birkaç kez daha benzer durumlarla karşılaştım. "
0,Otuduğum Apt epey eski. Şimdiye kadar 15 TL'yi geçmeyen su faturam bu ay 75 TL ve asat ödeme bana 2 ton fazla su kullandığımı söylüyor ki olanaksız. Su tamircisi de bu apt.nın ana vanası olmadığını ve benim satımın değişmesi gerektiğini söyledi bakmanızı rica ediyorum. 
0,"Arkadaş, bu nasıl bir su kesintisidir ya? Hangi çağda yaşıyoruz? Yeniden altyapı mı döşüyorlar, kimseye ulaşamıyoruz. "
0," Suların geleceği saat belli değil, su kesintisi olacağından haberimiz yok. Bu kadar saçma iş olmaz ya, önceden insanlar bilgilendirilir. Bu hizmet değil, saçmalık."
0,"Antalya'da sular neden yok, neden kesik?"
